TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.example.task_evaluated.task_18557,BRANCH;EXCEPTION,1.0,8,8
com.example.task_evaluated.task_2150,BRANCH;EXCEPTION,1.0,13,13
com.example.task_evaluated.task_12224,BRANCH;EXCEPTION,0.6428571428571428,8,3
com.example.task_evaluated.task_29197,BRANCH;EXCEPTION,1.0,5,5
com.example.task_evaluated.task_6266,BRANCH;EXCEPTION,1.0,29,29
com.example.task_evaluated.task_11447,BRANCH;EXCEPTION,1.0,5,5
com.example.task_evaluated.task_7456,BRANCH;EXCEPTION,1.0,4,4
com.example.task_evaluated.task_12568,BRANCH;EXCEPTION,1.0,16,16
com.example.task_evaluated.task_22195,BRANCH;EXCEPTION,1.0,2,2
com.example.task_evaluated.task_35643,BRANCH;EXCEPTION,1.0,4,4
com.example.task_evaluated.task_6797,BRANCH;EXCEPTION,1.0,4,4
com.example.task_evaluated.task_3565,BRANCH;EXCEPTION,0.5714285714285714,9,3
com.example.task_evaluated.task_12827,BRANCH;EXCEPTION,0.7727272727272727,18,13
com.example.task_evaluated.task_616,BRANCH;EXCEPTION,0.6923076923076923,13,5
com.example.task_evaluated.task_17075,BRANCH;EXCEPTION,0.9285714285714286,9,8
com.example.task_evaluated.task_25312,BRANCH;EXCEPTION,0.5909090909090909,12,3
com.example.task_evaluated.task_20045,BRANCH;EXCEPTION,1.0,7,7
com.example.task_evaluated.task_5503,BRANCH;EXCEPTION,0.8333333333333333,4,3
com.example.task_evaluated.task_20768,BRANCH;EXCEPTION,1.0,5,5
com.example.task_evaluated.task_14576,BRANCH;EXCEPTION,1.0,3,3
com.example.task_evaluated.task_13733,BRANCH;EXCEPTION,1.0,13,13
com.example.task_evaluated.task_6264,BRANCH;EXCEPTION,1.0,3,3
com.example.task_evaluated.task_18429,BRANCH;EXCEPTION,0.9285714285714286,8,7
com.example.task_evaluated.task_14167,BRANCH;EXCEPTION,0.9565217391304348,28,26
com.example.task_evaluated.task_36716,BRANCH;EXCEPTION,0.5384615384615384,28,4
com.example.task_evaluated.task_20755,BRANCH;EXCEPTION,0.6363636363636364,12,4
com.example.task_evaluated.task_18341,BRANCH;EXCEPTION,1.0,8,8
com.example.task_evaluated.task_5809,BRANCH;EXCEPTION,1.0,7,7
com.example.task_evaluated.task_35369,BRANCH;EXCEPTION,0.7,6,3
com.example.task_evaluated.task_6691,BRANCH;EXCEPTION,1.0,4,4
com.example.task_evaluated.task_12717,BRANCH;EXCEPTION,1.0,4,4
com.example.task_evaluated.task_14207,BRANCH;EXCEPTION,1.0,5,5
com.example.task_evaluated.task_17091,BRANCH;EXCEPTION,1.0,3,3
com.example.task_evaluated.task_24849,BRANCH;EXCEPTION,1.0,5,5
com.example.task_evaluated.task_11638,BRANCH;EXCEPTION,0.6,6,2
com.example.task_evaluated.task_10638,BRANCH;EXCEPTION,1.0,7,7
com.example.task_evaluated.task_28110,BRANCH;EXCEPTION,1.0,3,3
com.example.task_evaluated.task_14985,BRANCH;EXCEPTION,1.0,3,3
com.example.task_evaluated.task_11070,BRANCH;EXCEPTION,0.6666666666666666,4,2
